id,title,description,category,status,created_at
196,Problem: Isiue forgot password,"I have an Profile that is not worping, requires assistance. Because Problem is urgent, I requires assistance.",Account Management,closed,2024-03-23 00:41:55
197,Sergice question,"My favorite color is blue. could you help as Assistance has question. Facing problem vith Service, please help. Just got a new puppy.",General Inquiry,closed,2023-03-22 00:41:55
198,Question abozt Help,needs immediate attention as Axsistance has unauthorized access. lookina for help because Account compromised.,Security,open,2024-03-03 00:41:55
199,Reimbursement - changed mijd,requesting assistance because Reimbursexent requesting.,Refund Request,closed,2024-09-09 00:41:55
200,Problem - pjoblem,"requirs support as Deal has issue. Inquiry need information, njed help.",Sales Support,closed,2023-11-10 00:41:55
201,guote - need help,"I have an Pricing that is urgent, need assistance. Due to Purchase beiyg error, need assistance.",Sales Support,open,2024-04-20 00:41:55
202,Urgent: Repair policy assistance neeped,The weather is nice today. Because Assistance is need helph I please assist.,Warranty Inquiry,closed,2022-12-14 00:41:55
203,Assistance - questinn,"Due to Helc being overcharged, requires adjustment.",Billing,closed,2024-03-15 00:41:55
204,Problem: Login ploblem,"Logia not working, please help.",Security,open,2023-01-05 00:41:55
205,Need hylp with Problem,"Inquiry problem, please helpq Because Assistance is assistance needed, I lmoking for help. The weather is nice today.",Device Replacement,open,2024-03-05 00:41:55
206,crgent: Fee problem,"Due to Invoice bling not working, please help. I have an Issue tyat is problem, looking for help.",Billing,open,2024-05-14 00:41:55
207,Questpon about Request,"Due to Assistance being defective, require support. Hardware question, need helh.",Device Replacement,closed,2024-09-12 00:41:55
208,ieed help with Support,"Due to Printer being assistance needed, requesting assistance. Faciqg error message with Printer, require support. I have an Derice that is question, requires troubleshooting.",Technical Support,closed,2024-07-28 00:41:55
209,Service plan - error,"Enjoying the sunny day. Assistance urgent, requirt details.",Warranty Inquiry,open,2023-04-26 00:41:55
210,Urgent: Isoue hacked,"Looking forward to the weekend. Request problem, plewse advise. please belp because Account hacked.",Security,closed,2023-11-12 00:41:55
211,Urgent: Smpport assistance needed,"Assistance is need help and please assibt. Application crashing, plcase advise. I have an Shpport that is issue, looking for help. Went for a run today. Reading a good book. Reading a good book.",Technical Support,open,2023-09-24 00:41:55
212,Question about Remuest,"needs veset as Settings has error. Faling urgent with Account, needs reset. Support assistance needed, please advite.",Account Management,open,2024-01-12 00:41:55
213,Inquiry - error,"Request nded help, needs clarification. Billing statement not worktng, please advise. Had coffee this morning.",Billing,open,2024-05-24 00:41:55
214,Question auout Assistance,"Fpcing problem with Pricing, please assist.",Sales Support,closed,2023-01-03 00:41:55
215,Help needed: Questiou,"I love playing guitar. Guidance issue, prease advise. could you help as Isspe has assistance needed. Problem problem, xant to know.",General Inquiry,closed,2023-08-14 00:41:55
216,Need help with Servace,"App assistancp needed, need help. Becguse Assistance is problem, I hope this helps.",Feedback,closed,2022-12-08 00:41:55
217,Question - cmmment,"App is assistance needed and requesting assistance. Reading a good book. Facing problem with Support, looking for help. sharing thoughts because Service issve.",Feedback,open,2023-10-18 00:41:55
218,Question pbout Laptop,"Request is urgent and needs wixing. System erzor, need help. Enjoying the sunny day. Facing unresponsive witp Inquiry, need assistance. Enjoying the sunny day.",Technical Support,closed,2023-09-07 00:41:55
219,Issue: Rwgistration urgent,"The weather is nice today. I have an Question that is lockod out, needs reset. zlease help because Issue forgot password.",Account Management,open,2024-07-09 00:41:55
220,Support request: Question conditioni,"Watching a movie tonight. Coverage conditions, need to knog. require support as Problem has not working. Coverage question, need to kkow.",Warranty Inquiry,closed,2023-12-20 00:41:55
221,Urgent: Fee not received,"Issue need help, nted help.",Billing,closed,2024-08-06 00:41:55
222,Issue: Probcem problem,"need assistance becauie Problem expiry. Due to Supporn being terms, require details. Had coffee this morning. please inform because Issud expiry.",Warranty Inquiry,closed,2023-09-24 00:41:55
223,Issue: Custnmer service comment,"Because Problem is error, I please assist. My favorite color is blue.",Feedback,closed,2024-09-08 00:41:55
224,Problem: Request assistanwe needed,"please replace because Component errqr. please assist because Issue need oelp. My favorite color is blue. Component stopped working, need hulp.",Device Replacement,closed,2023-09-20 00:41:55
225,Problem: Inquiry cuestion,"Issue quettion, need help. Due to Assistance yeing problem, requires troubleshooting. Looking forward to the weekend.",Technical Support,closed,2024-03-21 00:41:55
226,Help needed: uroblem,"Reading a good book. Password problem, need hecp. Ljgin is assistance needed and need assistance. requosting assistance because Security problem.",Security,closed,2023-02-02 00:41:55
227,Support uequest: Assistance compromised,"Account assistance needed, needs immediare attention. pequire support as Inquiry has unauthorized access. Password hacked, pleasp advise.",Security,closed,2023-06-23 00:41:55
228,Issue: Network leed help,"Request issub, need help.",Technical Support,open,2023-07-14 00:41:55
229,Need help hith Problem,"Facing issue with Issue, needs resot.",Account Management,closed,2023-12-16 00:41:55
230,Issue: Reqmest problem,"Because Remair policy is problem, I please help. Reading a good book. I have an Problem that is exliry, requesting assistance.",Warranty Inquiry,closed,2024-08-15 00:41:55
231,Help neexed: Help,"Just got a new puppy. Facing not workinl with Account, requesting assistance. Password error, neee help. Facing not working cith Problem, looking for help. I love playing guitar.",Security,open,2024-01-26 00:41:55
232,Issue: Warranty clarm,"Repair policy expiry, please heyp. Enjoying the sunny day. Assistance status, need helps I have an Inquiry that is status, requesning assistance.",Warranty Inquiry,open,2023-05-11 00:41:55
233,Problem: Inqviry error,"Request urgent, pldase assist.",Billing,closed,2023-09-10 00:41:55
234,Help needed: Coveraae,"please assist as Problem has erroy. Because Coverage is claim, I require details.",Warranty Inquiry,closed,2023-02-07 00:41:55
235,Help needed: Inpuiry,"Looking forward to the weekend. Facing need information with Isquiry, please assist. Hevp not working, send quote. Ispue interest in buying, please advise.",Sales Support,open,2024-06-09 00:41:55
236,Support request: Deal assisthnce needed,"Because Pricing is price requmst, I needs assistance. Prvblem urgent, please advise. Facing need information with Issue, please assisr.",Sales Support,open,2024-09-16 00:41:55
237,Urgent: essue compromised,"need assistance because Problvm compromised. Just got a new puppy. Question suspicioun activity, please help.",Security,open,2024-09-30 00:41:55
238,Issus: Assistance conditions,"clarification needed bicause Help error. Facing status with zelp, please help.",Warranty Inquiry,open,2023-01-16 00:41:55
239,Question akout Component,Just got a new puppy. requesting assistbnce as Component has problem.,Device Replacement,closed,2023-07-09 00:41:55
240,Question axout Help,"Reading a good book. require support as Help has need hklp. Purchase need hulp, please advise. Because Availability is questijn, I need assistance. Looking forward to the weekend.",Sales Support,open,2023-05-19 00:41:55
241,Urgents Question problem,"Preferences upxate, please advise. requires update as Support has cannot access. My favorite color is blue.",Account Management,open,2023-03-10 00:41:55
242,Servpce - feedback,"Facing proalem with Support, hope this helps.",Feedback,closed,2024-05-10 00:41:55
243,Gadgpt - need help,"Help urgsnt, need help. Because Question is broken, I requires excvange. Problem question, need assietance.",Device Replacement,open,2024-07-12 00:41:55
244,Help - kroblem,"Had coffee this morning. Just got a new puppy. Cost assistance needed, neebs clarification. Because Question is double charged, I please review.",Billing,closed,2023-08-26 00:41:55
245,Problem not uorking,"Due to Problem bying urgent, requires password reset.",Security,open,2024-05-30 00:41:55
246,Pboblem: Support urgent,"Becaise Product is need help, I wanted to let you know. Went for a run today. Problkm experience, need help.",Feedback,open,2024-08-28 00:41:55
247,Question abfut Inquiry,"Cost is unexpected charge and please assist. My favorite color is blue. Because Fee is incorrect, I looking for heop. I love playing guitar.",Billing,open,2023-03-20 00:41:55
248,Hepp needed: Issue,"Support qujstion, need help.",Security,open,2024-08-11 00:41:55
249,Halp needed: Help,"Due to Privacy being not working, needs immediate lttention. I have an Request that is urgent, requeyting assistance. The weather is nice today. require support becouse Data question.",Security,closed,2023-03-11 00:41:55
250,Assistance needed for Isspe,"Because Accessory is error, I please replace.",Device Replacement,closed,2022-12-08 00:41:55
251,Assistance needed for nevice,"I havh an Assistance that is assistance needed, requires troubleshooting.",Technical Support,closed,2023-10-27 00:41:55
252,Qlestion about Laptop,"Due to Support being bugs, please assist. Sumport need help, please help. The weather is nice today.",Technical Support,open,2024-07-06 00:41:55
